"","id","original","processed"
"4088","4088","""Under President Obama: $4,000 tax hike on middle-class families.""","under president obama 4,000 tax hike middle-class families mitt romney"
"4089","4089","Half the lottery directors across the country had not run a lottery before they were hired.","half lottery directors across country run lottery hired brian robinson"
"4090","4090","""We weren't told they wanted more security "" for diplomatic facilities in Libya.","n't told wanted security diplomatic facilities libya joe biden"
"4091","4091","Says Obama promised unemployment would never go above 8 percent.","says obama promised unemployment would never percent paul ryan"
"4092","4092","The Obama administration ""called Bashar Assad a reformer when he was turning his Russian-provided guns on his own people.""","the obama administration called bashar assad reformer turning russian-provided guns people paul ryan"
"4093","4093","Says the Obama administration spent taxpayer dollars on electric cars in Finland (and) windmills in China.","says obama administration spent taxpayer dollars electric cars finland windmills china paul ryan"
"4094","4094","Says Mitt Romney and Paul Ryan would ""eliminate the guarantee of Medicare.""","says mitt romney paul ryan would eliminate guarantee medicare joe biden"
"4095","4095","Paul Ryan ""cut embassy security in his budget by $300 million below what we asked for.""","paul ryan cut embassy security budget million asked joe biden"
"4096","4096","Says Barack Obama ""said when he was running for office four years ago that he would halve the annual deficit by the end of his first term. That simply has not happened.""","says barack obama said running office four years ago would halve annual deficit end first term that simply happened leonard lance"
"4097","4097","Says Joe Biden ""went to China and said that he sympathized and wouldn't second-guess their one-child policy of forced abortions and sterilizations.""","says joe biden went china said sympathized would n't second-guess one-child policy forced abortions sterilizations paul ryan"
"4098","4098","Says Connie Mack ""is protecting Chevron oil from a multi-billion dollar lawsuit over pollution of rivers and rainforests.""","says connie mack protecting chevron oil multi-billion dollar lawsuit pollution rivers rainforests bill nelson"
"4099","4099","Says Obama was in New York City the same day as Israeli Prime Minister Benjamin Netanyahu but went on a TV show instead of meeting with him.","says obama new york city day israeli prime minister benjamin netanyahu went show instead meeting paul ryan"
"4100","4100","""The Canadians — they (dropped) their tax rates to 15 percent. The average tax rate on businesses in the industrialized world is 25 percent.""","the canadians dropped tax rates percent the average tax rate businesses industrialized world percent paul ryan"
"4101","4101","Says six studies verify that the math adds up for Mitt Romney’s tax plan.","says six studies verify math adds mitt romney tax plan paul ryan"
"4102","4102","On ending the war in Iraq, ""Gov. Romney said that was a tragic mistake, we should have left 30,000 troops there.""","ending war iraq gov romney said tragic mistake left 30,000 troops joe biden"
"4103","4103","Says House Democrats ""voted to use your tax dollars for abortions"" by voting against bill defunding Planned Parenthood.","says house democrats voted use tax dollars abortions voting bill defunding planned parenthood tennessee republican party"
"4104","4104","Says the Obama administration ""watered down sanctions"" against Iran, delayed them and tried to stop Congress ""from putting the tough sanctions in place.""","says obama administration watered sanctions iran delayed tried stop congress putting tough sanctions place paul ryan"
"4105","4105","""There's not one Democrat who endorses"" the Romney-Ryan Medicare plan.","there one democrat endorses romney-ryan medicare plan joe biden"
"4106","4106","Laurie Monnes Anderson ""voted to let violent criminals out of jail early.""","laurie monnes anderson voted let violent criminals jail early oregon senate republicans the leadership fund"
"4107","4107","""One industry in America has increased its employment base in the last four years by 176,000 people: the United States government.""","one industry america increased employment base last four years 176,000 people united states government johnny isakson"
"4108","4108","Frank Guinta voted to make middle class taxpayers pay over a $1,000 more a year in taxes.","frank guinta voted make middle class taxpayers pay 1,000 year taxes democratic congressional campaign committee"
"4109","4109","Says GM used taxpayer dollars to prop up operations in China.","says used taxpayer dollars prop operations china let freedom ring"
"4110","4110","Says Chris Christie was ""behind"" in the polls against Jon Corzine during the 2009 governor's race.","says chris christie behind polls jon corzine governor race joseph kyrillos"
